id,overall_acc,overall_sens,overall_spec,overall_posi_pred
157/1,0.8142292490118577,0.10669975186104218,0.49514563106796117,0.4526315789473684
159/1,0.8666666666666667,0.16541353383458646,0.10038610038610038,0.15884476534296033
161/1,0.9497206703910615,0.006756756756756757,0.06683804627249357,0.0027472527472527375
161/2,0.8893528183716075,0.15057915057915058,0.06363636363636363,0.15918367346938778
161/3,0.8506616257088847,0.14168937329700274,0.16666666666666666,0.27807486631016043
162/1,0.9590643274853801,0.056818181818181816,0.03764705882352941,0.012077294685990392
162/2,0.9492481203007519,0.1141552511415525,0.006389776357827476,0.07440476190476186
162/3,0.994263862332696,0.027522935779816515,0.0,0.007194244604316502
162/4,0.8848920863309353,0.24060150375939848,0.07565011820330969,0.07565011820330969
163/2,0.9728155339805825,0.18421052631578946,0.0,0.030905077262693204
163/3,0.9307479224376731,0.08860759493670886,0.06382978723404255,0.02583025830258301
163/4,0.9564270152505446,0.1592920353982301,0.005780346820809248,0.04972375690607733
164/1,0.9971428571428571,0.0,0.00390625,0.0
167/4,0.9423076923076923,0.14772727272727273,0.03353658536585366,0.039393939393939426
168/4,0.9894551845342706,0.0,0.013452914798206279,0.0
169/3,0.9387755102040817,0.04918032786885246,0.09090909090909091,0.11764705882352944
169/4,0.9772209567198178,0.04,0.011363636363636364,0.026119402985074647
170/4,0.9022556390977443,0.10688836104513064,0.06306306306306306,0.30201342281879195
172/2,0.48,0.016042780748663103,0.7796143250688705,0.03614457831325302
172/3,0.9500998003992016,0.0668693009118541,0.01744186046511628,0.11518324607329844
172/4,0.8397328881469115,0.1159090909090909,0.2830188679245283,0.3090909090909091
173/2,0.5818540433925049,0.6306306306306306,0.011494252873563218,0.549738219895288
173/3,0.8723404255319149,0.2835820895522388,0.07906976744186046,0.0875576036866359
173/4,0.9805309734513274,0.0032258064516129032,0.0392156862745098,0.004065040650406471
174/1,0.5020408163265306,0.6054590570719603,0.0,0.7371601208459215
174/2,0.9417721518987342,0.08187134502923976,0.04017857142857143,0.06113537117903933
174/3,0.6797020484171322,0.14163090128755365,0.45723684210526316,0.16666666666666663
174/4,0.8970873786407767,0.1164021164021164,0.06569343065693431,0.2558139534883721
175/2,0.789179104477612,0.0,0.3896551724137931,0.0
175/3,0.6708333333333333,0.022222222222222223,0.36091954022988504,0.0035842293906810374
176/3,0.9731285988483686,0.1111111111111111,0.020618556701030927,0.008350730688935326
176/4,0.8324022346368715,0.1980440097799511,0.0703125,0.405
177/3,0.7365079365079366,0.28205128205128205,0.23333333333333334,0.37414965986394555
177/4,0.7345454545454545,0.6302083333333334,0.06983240223463687,0.2665198237885462
178/3,0.7554744525547445,0.2807017543859649,0.06521739130434782,0.5981308411214954
179/2,0.8418891170431212,0.20923913043478262,0.0,0.3928571428571429
179/3,0.9449715370018975,0.04712041884816754,0.07586206896551724,0.11842105263157898
179/4,0.9163701067615658,0.12058823529411765,0.02702702702702703,0.15953307392996108
180/2,0.9312977099236641,0.38571428571428573,0.019823788546255508,0.05720338983050843
181/2,0.9676375404530745,0.0,0.04201680672268908,0.0
181/3,0.9792746113989638,0.04597701149425287,0.0,0.036363636363636376
182/3,0.9256637168141593,0.0,0.08076923076923077,0.0
182/4,0.9581673306772909,0.0,0.07094594594594594,0.0
183/2,0.27593360995850624,0.3561643835616438,0.7897310513447433,0.2321428571428571
183/3,0.8778467908902692,0.13636363636363635,0.1050228310502283,0.15517241379310343
