id,overall_acc,overall_sens,overall_spec,overall_posi_pred
162/4,0.8857758620689655,0.23613595706618962,0.07552526973310619,0.07499999999999996
163/2,0.9654059040590406,0.15942028985507245,0.010970927043335162,0.029601722282023735
163/3,0.8649015614392397,0.25766871165644173,0.1002615518744551,0.07526881720430112
163/4,0.9382080329557158,0.18383838383838383,0.020041465100207326,0.06030483764082173
164/1,0.9952413324269205,0.0024691358024691358,0.005628517823639775,0.0009425070688030557
167/4,0.9159616469261139,0.19950124688279303,0.05029154518950437,0.057845263919016676
168/4,0.9917570498915401,0.003976143141153081,0.009433962264150943,0.0011191941801902416
169/3,0.7454289732770746,0.3456175298804781,0.03588516746411483,0.46266666666666667
169/4,0.9754928076718167,0.043593130779392336,0.011607142857142858,0.02894736842105261
170/4,0.8996299722479186,0.1028202115158637,0.09130434782608696,0.29510961214165266
172/2,0.5285714285714286,0.03407601572739188,0.6973595125253893,0.05496828752642702
172/3,0.9428007889546351,0.07599699021820917,0.02145922746781116,0.12866242038216558
172/4,0.7884536082474227,0.1996615905245347,0.24386503067484663,0.4179456906729634
173/2,0.5518553758325404,0.6739606126914661,0.024623803009575923,0.5644471594379963
173/3,0.8638132295719845,0.34912280701754383,0.06655192197360872,0.10898138006571745
173/4,0.9643788010425717,0.035115722266560255,0.03622497616777884,0.041706161137440745
174/1,0.46686596910812156,0.6524390243902439,0.0,0.7446068197633959
174/2,0.9195612431444241,0.12742382271468145,0.04352557127312296,0.0947476828012358
174/3,0.7724169321802458,0.22408376963350785,0.23027375201288244,0.18290598290598292
174/4,0.8873441994247363,0.1338994121489223,0.05405405405405406,0.2808219178082192
175/2,0.8011828935395814,0.002,0.3631051752921536,0.002614379084967311
175/3,0.983259478089611,0.027649769585253458,0.015435501653803748,0.0033482142857143016
176/3,0.9768321513002364,0.15,0.01278772378516624,0.0122824974411464
176/4,0.6944945848375451,0.39748201438848924,0.025547445255474453,0.5538847117794486
177/3,0.6783536585365854,0.3593556381660471,0.2613861386138614,0.4374057315233786
177/4,0.7250221043324492,0.6549560853199499,0.06825938566552901,0.27662957074721783
178/3,0.6637781629116117,0.4031914893617021,0.04205607476635514,0.648972602739726
179/2,0.8331678252234359,0.220675944333996,0.005940594059405941,0.39880239520958083
179/3,0.939908256880734,0.05120101137800253,0.08361204013377926,0.12877583465818765
179/4,0.8836114676936243,0.17126680820948337,0.032467532467532464,0.2130281690140845
180/2,0.9132250580046404,0.49032258064516127,0.018970189701897018,0.07747196738022422
181/2,0.9536967886482449,0.050746268656716415,0.044820717131474105,0.01741803278688525
181/3,0.9849537037037037,0.03282828282828283,0.0,0.027027027027026973
182/3,0.9978098992553658,0.010471204188481676,0.0014340344168260039,0.0009564801530368428
182/4,0.9484145764316139,0.00830367734282325,0.08031496062992126,0.005957446808510625
183/2,0.7380352644836272,0.6175548589341693,0.19387755102040816,0.12792207792207788
183/3,0.7929366231253023,0.328278322925959,0.06342494714587738,0.2934609250398724
184/2,0.926509186351706,0.03264604810996564,0.11586452762923351,0.03689320388349515
184/3,0.9941690962099126,0.004310344827586207,0.009009009009009009,0.009009009009009028
184/4,0.9440242057488654,0.10553633217993079,0.03558718861209965,0.04307909604519777
185/3,0.8693379790940766,0.08380681818181818,0.16306483300589392,0.06476399560922064
186/2,0.4951923076923077,0.6044703595724004,0.0365296803652968,0.7466986794717887
186/3,0.9757575757575757,0.04292929292929293,0.020011435105774727,0.009820912767186551
188/3,0.9407302038880986,0.21541501976284586,0.009981285090455396,0.06426886792452835
188/4,0.9403453689167975,0.1724137931034483,0.017278617710583154,0.061855670103092786
189/2,0.9918414918414918,0.009962640099626401,0.0065717415115005475,0.008743169398907069
8/1,0.9512843224092117,0.31,0.008682328907048007,0.04572271386430682
9/1,0.854198866563627,0.34656084656084657,0.09724888035828536,0.08495460440985736
